name,1948-2023,average,is_increasing_name,is_timeless_name,if_jew_girls_muslim_girls_common,if_jew_boys_jew_girls,is_common_name,international_score,bible_score,nature_score,art_score,syllabels_score,light_score
אברה,25,1.3050721854805124e-05,1,0,0.0,1.0,0.0,0.0,0.8,0,0.0,2,0
טאדלה,34,1.2997787916227345e-05,1,0,0.0,0.0,0.0,0.0,0,-1,0.0,3,0
זמנאיי,21,9.26676276663231e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,4,0
וידה,142,4.7544421291710025e-05,1,0,0.0,0.0,0.0,0.6,0.2,0.2,0.5,2,0
מריים,14,6.665331669968528e-06,1,0,0.0,0.0,0.0,0.8,0.8,0.5,0.0,3,0
אימי,72,2.574973046793366e-05,1,0,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0
חיילא,25,8.183143408063276e-06,1,0,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
יבה,56,1.9230764365623873e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,-1
שבע,319,7.834783564499107e-05,1,0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,2,0
סימון,550,0.00017295573726989777,1,0,1.0,0.0,0.0,0.8,0.4,0,0.2,2,0
ספירה,38,1.8926476542903714e-05,1,0,0.0,0.0,0.0,0.0,0.4,0.2,0.5,3,0.2
קרינדל,23,9.35967925540844e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
אדן,18,7.704177508956675e-06,1,0,0.0,0.0,0.0,0.4,0.4,0.3,0.0,2,0
פיקר,10,4.158235082364214e-06,1,0,0.0,0.0,0.0,-1.0,0,0,0.0,2,0
מוריאן,29,1.1295403055720704e-05,1,0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,3,0
חורש,6,2.3427043745857716e-06,1,0,0.0,0.0,0.0,0.0,0,1,0.0,1,0
ענר,14,6.141117923703776e-06,1,0,0.0,0.0,0.0,0.0,0.4,0.6,0.2,1,0
טאיו,8,3.5833710926527643e-06,1,0,0.0,0.0,0.0,0.0,0,-1,-1.0,2,0
רוית,3383,0.0009925092926399725,1,0,0.0,0.0,0.0,0.0,0.4,0.5,0.2,2,0
מאריקה,6,2.411279117183686e-06,1,0,0.0,0.0,0.0,0.8,0,0.5,0.5,3,0
סקרלט,19,1.0539198055004604e-05,1,0,0.0,0.0,0.0,1.0,0,0.2,0.6,2,0
קטרינה,557,0.00015629843770391706,1,0,1.0,0.0,0.0,1.0,0,0,0.5,3,0.2
ציבי,14,5.042289359783768e-06,1,0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,2,0
ראכיל,29,9.257500271252758e-06,1,0,0.0,0.0,0.0,0.0,1,0,0.0,2,0
ליטן,12,4.828978936270741e-06,1,0,0.0,1.0,0.0,0.0,0.2,0,0.0,2,0
ליס,21,9.568840680197272e-06,1,0,0.0,0.0,0.0,0.5,0,0,0.0,1,0
הילאי,33,9.432491840958693e-06,1,0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,3,1
הלל-שרה,7,3.089422120166866e-06,1,0,0.0,0.0,0.0,0.0,0.8,0.2,0.5,4,1
ניתאי,29,9.470979648165773e-06,1,0,0.0,0.0,0.0,0.0,0.7,0,0.0,3,0
קליה,78,2.6952931172230644e-05,1,0,0.0,0.0,0.0,0.0,0.2,0.5,0.5,3,0
תשובה,7,3.4696406310016503e-06,1,0,0.0,0.0,0.0,-1.0,0.4,0,0.0,3,0
פיגה,168,4.613477076886689e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
מרין,186,4.92630701176651e-05,1,0,0.0,0.0,0.0,0.6,0,0.8,0.5,2,0
קידן,8,3.4673585285807016e-06,1,0,0.0,1.0,0.0,0.0,0.2,0.2,0.0,2,0
ליוי,10,3.7971497017475026e-06,1,0,0.0,0.0,0.0,0.0,0.7,0,0.0,2,0
מזמור,15,4.869614582083617e-06,1,0,0.0,1.0,0.0,-1.0,0.4,0.2,1.0,2,0
לי-אם,44,9.93701221979529e-06,1,0,0.0,1.0,0.0,0.0,0.4,0.2,0.0,3,0
מאטי,40,1.2551306633123204e-05,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0
פסיקה,98,2.7031208256566793e-05,1,0,0.0,0.0,0.0,-1.0,0,0,0.0,3,0
גינענדל,32,9.106954858101125e-06,1,0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,3,0.2
עמיאלה,14,6.8393907206536396e-06,1,0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,4,0
זוהרי,14,6.323722024645456e-06,1,0,0.0,1.0,0.0,0.0,0.2,0.6,0.6,3,1
ליין,21,9.257008250031434e-06,1,0,0.0,0.0,0.0,0.0,0,0.2,0.0,1,0
לואנה,27,1.2325111797989021e-05,1,0,0.0,0.0,0.0,0.0,0,-1,-1.0,3,0
נאומי,5,1.909657656120915e-06,1,0,0.0,0.0,0.0,0.0,1,0,0.5,3,0
סי,90,2.735445000522776e-05,1,0,0.0,0.0,0.0,0.5,0,0.9,0.2,1,0
סידני,53,1.7276226035127615e-05,1,0,0.0,0.0,0.0,1.0,0,0,0.0,3,0
רשא,23,1.0868738215341053e-05,1,0,0.0,0.0,0.0,0.0,0,-1,-1.0,2,0
שמחי,7,2.8314832293843585e-06,1,0,0.0,0.0,0.0,0.0,0.7,0,0.0,3,0
ריטל,22,8.623404124325892e-06,1,0,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0
דברה,388,0.0001225341365780644,1,0,0.0,0.0,0.0,0.6,1,0.8,0.0,3,0
הניא,70,2.0775014268154048e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
הנדל,115,3.220097355759869e-05,1,0,0.0,0.0,0.0,0.0,0,0,0.5,2,0
מאטל,99,2.6661537010212412e-05,1,0,0.0,0.0,0.0,0.0,0,0.5,-1.0,2,0
טספנש,32,1.2669046490466596e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
הדרה,194,5.6160298696461436e-05,1,0,0.0,0.0,0.0,0.0,0.4,0.5,0.5,3,0.5
גיתה,12,6.591503639192181e-06,1,0,0.0,0.0,0.0,0.0,0,-1,1.0,2,0
מטיל,28,1.1149523858798836e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
איינור,18,7.968624149604707e-06,1,0,0.0,0.0,0.0,0.0,0,0.5,-1.0,3,1
בלי,26,9.545077772570896e-06,1,0,0.0,0.0,0.0,-1.0,0,0,0.0,1,0
חנציא,5,2.0844401608351985e-06,1,0,0.0,0.0,0.0,-1.0,0.2,-1,0.0,3,0
גאייה,12,3.876477709020646e-06,1,0,0.0,0.0,0.0,0.0,0,1,0.8,3,0.5
עופר,351,8.315386073350786e-05,1,0,0.0,0.0,0.0,0.0,0.4,1,0.0,2,0
אוראליה,14,5.810315648242249e-06,1,0,0.0,0.0,0.0,0.4,0.2,0.5,0.5,4,1
אידי,23,1.0347419480058266e-05,1,0,0.0,0.0,0.0,0.3,0.4,0,0.0,2,0
יפי,31,1.2399674363830066e-05,1,0,0.0,0.0,0.0,0.0,0.2,0,1.0,2,0
ג'יין,176,4.589712757991865e-05,1,0,0.0,0.0,0.0,1.0,0,0,0.2,1,0
אורייתא,17,4.485264734910526e-06,1,0,0.0,0.0,0.0,-1.0,0.4,0,0.0,4,1
אנינה,16,9.61288310470507e-06,1,0,0.0,0.0,0.0,0.3,0.4,0.2,0.6,3,0
תותי,21,1.020745145401379e-05,1,0,0.0,0.0,0.0,0.0,0.2,1,0.2,2,0
קמע,9,3.952268903342752e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,0.5,2,0
גלין,7,3.4823883983346864e-06,1,0,0.0,0.0,0.0,0.0,0,0.6,0.0,2,0
גלדה,8,3.5419977766708765e-06,1,0,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0
נסי,44,1.6705619879960313e-05,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0
שירתאל,5,2.391988128188057e-06,1,0,0.0,0.0,0.0,0.0,0.4,0.3,1.0,3,0
איבה,10,5.534257871893071e-06,1,0,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0
מייזי,21,1.0609132156887584e-05,1,0,0.0,0.0,0.0,0.8,0,0.2,0.2,2,0
איו,13,6.245856179374892e-06,1,0,0.0,0.0,0.0,0.0,0,-1,0.0,2,0
מינדלה,12,6.844129597397274e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
סייל,5,1.908061800598922e-06,1,0,0.0,0.0,0.0,0.0,0,0.2,0.0,1,0
מזי,310,9.175427367204784e-05,1,0,0.0,0.0,0.0,0.0,0,-1,-1.0,2,0
קאדן,7,3.533310475514475e-06,1,0,0.0,0.0,0.0,0.4,0,0,-1.0,2,0
סלסטה,11,5.1008268169307226e-06,1,0,0.0,0.0,0.0,1.0,0,0.6,0.6,3,0.6
טרם,6,3.142535818363194e-06,1,0,0.0,0.0,0.0,-1.0,0,0,0.0,2,0
סמי,24,1.1855088542353964e-05,1,0,0.0,0.0,0.0,0.8,0.2,0,0.0,2,0
ג'יידן,10,4.112797228471264e-06,1,0,0.0,0.0,0.0,1.0,0,0.3,0.0,2,0
סנטאיהו,12,4.890388365624929e-06,1,0,0.0,0.0,0.0,-1.0,0,0,0.0,4,0
סטאר,29,1.1821880877329364e-05,1,0,0.0,0.0,0.0,0.8,0,0.9,0.5,1,1
דבש,112,2.597858700823253e-05,1,0,0.0,0.0,0.0,0.0,0.4,1,0.2,1,0
סטערנא,99,1.968154395738099e-05,1,0,0.0,0.0,0.0,0.0,0.2,0.5,0.5,3,1
סיאנה,27,1.0093596190416781e-05,1,0,0.0,0.0,0.0,0.6,0,0.2,0.5,3,0
שארלוט,11,5.478573601494103e-06,1,0,0.0,0.0,0.0,1.0,0,0,0.5,3,0
ויולט,188,5.976594508286919e-05,1,0,1.0,0.0,0.0,0.8,0,1,0.8,2,0.2
גוון,21,8.986530329475369e-06,1,0,0.0,1.0,0.0,0.4,0,0.3,0.7,1,0.5
סדי,11,6.585685336084221e-06,1,0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,2,0
עמיטל,37,1.3809680786088396e-05,1,0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,3,0
לי-נוי,29,1.0828093626085804e-05,1,0,0.0,0.0,0.0,0.0,0.2,0.5,0.8,3,0
אוריאלה,41,1.6138571890535972e-05,1,0,0.0,0.0,0.0,0.3,0.4,0.5,0.5,4,1
קמרון,11,4.429455451190983e-06,1,0,0.0,1.0,0.0,0.6,0,0.2,0.0,3,0
רייה,7,3.52767575320503e-06,1,0,0.0,0.0,0.0,0.0,0.2,-1,0.5,2,0
קמי,185,5.39564283732664e-05,1,0,0.0,0.0,0.0,0.2,0.2,-1,0.2,2,0
סם,12,6.401943727942827e-06,1,0,0.0,0.0,0.0,1.0,0.4,0,0.0,1,0
קלאו,7,3.79380590047209e-06,1,0,0.0,0.0,0.0,0.0,0,0,-1.0,2,0
ראני,30,9.89116262611479e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,-1.0,2,0
ג'ולין,14,8.122819500078128e-06,1,0,0.0,0.0,0.0,0.8,0,0,0.5,3,0
רוויה,55,1.9650626842762145e-05,1,0,0.0,0.0,0.0,0.0,0.4,0.9,0.5,3,0
פעריל,133,3.732927444950939e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
ללה,131,4.0117034003928514e-05,1,0,0.0,0.0,0.0,0.5,0.2,0.2,0.6,2,0
סיידי,22,9.097156434212126e-06,1,0,0.0,0.0,0.0,0.4,0,0,0.0,2,0
ניסן,49,1.4004572179408912e-05,1,0,0.0,0.0,0.0,0.0,0.7,0.8,0.0,2,0.2
גלינה,4912,0.0015949128251592638,1,0,0.0,0.0,0.0,0.5,0,0.2,0.2,3,0
יעלת חן,113,2.4533820902144045e-05,1,0,0.0,0.0,0.0,0.0,0.7,1,0.6,4,0
שוביה,37,9.665233389715992e-06,1,0,0.0,0.0,0.0,0.0,0.4,-1,0.0,3,0
סאסא,36,9.80799653543744e-06,1,0,0.0,0.0,0.0,0.0,0,-1,0.0,3,0
שון,142,3.910222153896712e-05,1,0,0.0,0.0,0.0,1.0,0.4,0,0.0,1,0
מאשי,14,5.313307786176328e-06,1,0,0.0,0.0,0.0,0.0,0.2,-1,0.0,2,0
לעילא,5,2.0282831365873614e-06,1,0,0.0,0.0,0.0,-1.0,0,0,-1.0,3,0
דאני,8,4.247321170354509e-06,1,0,0.0,0.0,0.0,0.6,0.4,0,0.0,2,0
אנור,5,1.646156726404252e-06,1,0,0.0,0.0,0.0,0.0,0,-1,-1.0,2,1
צבייה,18,8.953613910704457e-06,1,0,0.0,0.0,0.0,0.0,0.4,1,0.2,3,0
ליריה,5,2.2864068390473997e-06,1,0,0.0,0.0,0.0,0.0,0.4,0.5,0.6,3,1
תהאל,6,2.19584993691261e-06,1,0,0.0,0.0,0.0,0.0,0.2,-1,-1.0,2,0
פרלין,14,7.116077981961895e-06,1,0,0.0,0.0,0.0,0.3,0,0.2,0.6,2,0.2
צדק,5,2.628239667764914e-06,1,0,0.0,1.0,0.0,0.0,0.4,0,0.0,1,0
רהב,54,2.129469138936561e-05,1,0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,1,0
דומיניקה,18,6.848818305322336e-06,1,0,0.0,0.0,0.0,1.0,0,0.2,0.5,4,0
חילא,6,2.063423491321045e-06,1,0,0.0,0.0,0.0,0.0,0.4,-1,0.0,2,0
זינש,14,6.908147814522922e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
איתן,16,7.05247202297213e-06,1,0,0.0,0.0,0.0,0.6,0.8,0.5,0.0,2,0
מרני,27,1.3550602297473066e-05,1,0,0.0,0.0,0.0,0.0,0.2,-1,-1.0,3,0
הויה,5,2.228501609096985e-06,1,0,0.0,0.0,0.0,-1.0,0.4,0,0.0,3,0
רקיע,24,8.935990188532546e-06,1,0,0.0,1.0,0.0,0.0,0.4,1,0.5,3,0
ראשל,60,2.4019221053976967e-05,1,0,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0
אספרנסה,7,4.144759660765576e-06,1,0,0.0,0.0,0.0,0.6,0,0,0.6,4,0
אנהל,11,4.599362253870362e-06,1,0,0.0,0.0,0.0,0.0,0,0,0.0,3,0
נחלה,182,4.528237394953943e-05,1,0,0.0,0.0,0.0,0.0,0.4,1,0.0,3,0
דגמוויט,5,2.162598175633609e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,-1,0
רווה,18,8.024319419359188e-06,1,0,0.0,0.0,0.0,0.0,0.4,1,0.2,2,0
דינור,78,2.5979268511922406e-05,1,0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,2,1
אלף,5,2.350152855172559e-06,1,0,0.0,1.0,0.0,-1.0,0,0,0.0,1,0
נאור,79,1.9754707494647446e-05,1,0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,2,1
כפיר,45,1.2434730298021538e-05,1,0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,2,0
אלכסיה,52,1.672498488791193e-05,1,0,0.0,0.0,0.0,0.8,0,0,0.5,4,0
טום,140,3.194472446980723e-05,1,0,0.0,0.0,0.0,1.0,0,0,0.0,1,0
אנדריאה,186,5.7225903189329155e-05,1,0,0.0,0.0,0.0,1.0,0,0,0.5,4,0
יהאלי,12,4.107882564883652e-06,1,0,0.0,0.0,0.0,0.0,0.4,-1,-1.0,3,0
אנבאל,7,3.0499889857424144e-06,1,0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,3,0
מיריי,105,3.263936700871023e-05,1,0,0.0,0.0,0.0,0.0,0.2,0,0.5,3,0
ראצי,6,2.585707330814562e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
אגי,20,1.0477037460343116e-05,1,0,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0
פסקל,126,4.363364528405829e-05,1,0,0.0,0.0,0.0,0.8,0,0,0.2,2,0
רצי,10,5.379815623290518e-06,1,0,0.0,0.0,0.0,0.0,0,0,0.0,2,0
יעלמוורק,42,1.375636541483712e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,-1,0
נשמת,6,2.6711345884123854e-06,1,0,0.0,0.0,0.0,-1.0,0,0,-1.0,3,0
ז'רלדין,5,2.820666745464831e-06,1,0,0.0,0.0,0.0,0.0,0,0,-1.0,3,0
שיפרא,5,2.884708152484569e-06,1,0,0.0,0.0,0.0,0.0,0.7,0.6,0.5,3,0.5
סבטה,105,3.3697718958413365e-05,1,0,0.0,0.0,0.0,0.0,0,0,0.0,3,0
זארי,13,7.264080911611023e-06,1,0,0.0,0.0,0.0,0.0,0,-1,-1.0,2,0
וויולט,6,3.4369184359011526e-06,1,0,0.0,0.0,0.0,1.0,0,1,0.8,3,0.2
סרי,10,5.875728024911031e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0
שלומי,7,3.938379106682906e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0
מהלט,15,6.027489528213298e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
עלין,9,4.609671317208806e-06,1,0,0.0,0.0,0.0,0.0,0,1,0.0,2,0
אמי-לי,7,3.0458287825454817e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,0.2,3,0
עליסה,116,3.211902918873083e-05,1,0,0.0,0.0,0.0,0.6,0,0,0.5,3,0
לינת,38,1.4238802329990191e-05,1,0,0.0,0.0,0.0,0.0,0,0.5,0.2,2,0
יוחנה,30,1.3733939308418786e-05,1,0,0.0,0.0,0.0,0.6,0.8,0,0.0,3,0.5
אברהט,9,5.283495938176873e-06,1,0,0.0,0.0,0.0,-1.0,0,0,0.0,-1,0
טובאל,7,3.3128511707625276e-06,1,0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,2,0
איירן,5,2.969010608657277e-06,1,0,0.0,0.0,0.0,0.3,0,0.3,-1.0,2,0
רייבן,5,2.5848477983210574e-06,1,0,0.0,0.0,0.0,0.5,0,1,0.5,2,0
רייזה,34,1.539440160572555e-05,1,0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,2,0
בהירה,92,2.8295057602741014e-05,1,0,0.0,0.0,0.0,0.0,0.3,0.5,0.6,3,1
רוקסאן,9,5.251668969044101e-06,1,0,0.0,0.0,0.0,1.0,0,0.2,0.6,3,0.8
שרליז,8,3.4676615478246253e-06,1,0,0.0,0.0,0.0,0.4,0,0,0.0,3,0
חלימה,6,3.5673755950838262e-06,1,0,0.0,0.0,0.0,0.0,0,0,0.5,3,0
פסה,17,8.084296654804374e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
צגרדה,13,6.940325555377795e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
שאני,19,9.503938035505447e-06,1,0,0.0,0.0,0.0,0.0,0.2,0,0.0,3,0
ציפרה,26,1.0569033674976134e-05,1,0,0.0,0.0,0.0,0.0,0.4,1,0.5,3,0
חבה,13,6.79887342727485e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0
לינאי,5,1.892615802729999e-06,1,0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,3,0
מרילי,10,4.350019233601099e-06,1,0,0.0,0.0,0.0,0.0,0,0,0.5,3,0
טאלצא,9,2.852279386364966e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
כבי,15,6.298428189888503e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
גיאה,18,8.074194774988031e-06,1,0,0.0,0.0,0.0,0.6,0,1,0.7,2,0
מינא,40,1.494236256454524e-05,1,0,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0
נגסט,65,2.0268076797788774e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,-1,0
כחל,61,1.688686868117303e-05,1,0,0.0,1.0,0.0,0.0,0,0.5,0.5,1,0
רויאל,66,1.5845685243603608e-05,1,0,0.0,1.0,0.0,0.5,0,0,0.2,2,0
מזלי,55,2.3973082686651084e-05,1,0,0.0,0.0,0.0,0.0,0.4,0,0.2,3,0
היות,21,7.897425787891772e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
מיילה,6,2.2984363020542817e-06,1,0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2,0
מריאמי,14,6.726188175703574e-06,1,0,0.0,0.0,0.0,0.2,0,0.5,0.0,4,0
אניה,339,9.357110570468543e-05,1,0,1.0,0.0,0.0,0.6,0.2,0.2,0.5,3,0
הוויה,7,2.1847770532950558e-06,1,0,0.0,0.0,0.0,-1.0,0.8,0.2,0.6,3,0
בוסנה,230,6.899408109792755e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,3,0
ראדיל,6,2.2162845739105504e-06,1,0,0.0,0.0,0.0,0.0,0,0,-1.0,3,0
צינא,25,9.781438241810774e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,2,0
ג'ולייטה,70,2.5420475831414856e-05,1,0,0.0,0.0,0.0,1.0,0,0,1.0,4,0
גן,22,1.0981700776502408e-05,1,0,0.0,0.0,0.0,0.0,0.4,1,0.2,1,0
אימיליה,7,3.025590057924234e-06,1,0,0.0,0.0,0.0,0.7,0,0,0.5,4,0
ציפיה,19,7.079863446960659e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,0.2,3,0
ניקיטה,23,9.242672509377922e-06,1,0,0.0,0.0,0.0,0.8,0,0,0.0,3,0
אדי,70,2.3800884925850092e-05,1,0,0.0,0.0,0.0,0.6,0.4,0.2,0.2,2,0
לבלי,11,3.158032429670083e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
לו,68,1.7347065795590342e-05,1,0,0.0,0.0,0.0,0.0,0.2,0,0.0,1,0
ניצנה,131,4.544503537482101e-05,1,0,0.0,0.0,0.0,0.0,0.4,1,0.5,3,0.8
אליסון,343,0.0001004475646697801,1,0,0.0,0.0,0.0,1.0,0,0,0.2,3,0
אמיל,13,6.842479756678709e-06,1,0,0.0,0.0,0.0,1.0,0,0,0.5,2,0
אהל,7,2.761598869712719e-06,1,0,0.0,1.0,0.0,0.0,0.4,0.3,0.0,1,0
יוהנה,164,4.586018708733031e-05,1,0,0.0,0.0,0.0,0.6,0.4,0,0.2,3,0.5
אינדיה,16,5.412033983948926e-06,1,0,0.0,0.0,0.0,0.5,0,0.2,0.5,3,0
תהליה,7,2.808671104278048e-06,1,0,0.0,0.0,0.0,0.0,0.4,0.2,0.6,3,0.6
און,14,5.963876882358369e-06,1,0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,1,0.5
דוד,22,1.151037962192596e-05,1,0,0.0,0.0,0.0,1.0,1,0,0.6,2,0
נרולי,5,1.9049927640889634e-06,1,0,0.0,0.0,0.0,0.2,0,1,0.5,3,0.2
היוואן,10,4.404662719050382e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
מיראי,16,6.71954230983254e-06,1,0,0.0,0.0,0.0,0.0,0.2,-1,-1.0,3,0
ליבנה,79,2.7305734030565433e-05,1,0,0.0,1.0,0.0,0.0,0.4,1,0.2,3,0
נס-לי,14,3.610748755317441e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0
אזמרה,59,1.729220780616608e-05,1,0,0.0,0.0,0.0,0.0,0.4,0.8,1.0,3,0
אנהאל,51,1.3531871356473166e-05,1,0,0.0,0.0,0.0,0.0,0,0,-1.0,3,0
טבת,8,3.4558214823487813e-06,1,0,0.0,1.0,0.0,0.0,0.4,0.5,0.0,1,0
אגת,66,1.8298117848701548e-05,1,0,0.0,0.0,0.0,0.0,0,0.8,0.0,2,0
אדלה,368,0.00011661130682956277,1,0,0.0,0.0,0.0,0.4,0.4,0,0.2,3,0
ג'ואי,50,1.3530535842935923e-05,1,0,0.0,1.0,0.0,1.0,0,0,0.0,2,0
פרידי,48,1.669632049362698e-05,1,0,0.0,0.0,0.0,0.0,0,0,0.0,3,0
נליה,492,0.00015769282967282027,1,0,0.0,0.0,0.0,0.0,0.2,-1,-1.0,3,0
דפני,221,4.987127973747966e-05,1,0,0.0,0.0,0.0,0.4,0.4,1,0.5,2,0
פעסל,103,2.56043789076417e-05,1,0,0.0,0.0,0.0,-1.0,0,-1,0.0,2,0
קציעה,39,1.4807276701767146e-05,1,0,0.0,0.0,0.0,-1.0,0.4,0.8,0.0,3,0
עבריה,49,1.5157733323498602e-05,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,3,0
מוסי,11,5.354782523234837e-06,1,0,0.0,0.0,0.0,0.0,0.4,0,0.0,2,0
שבא,38,1.762212199953877e-05,1,0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,2,0
לייאל,5,2.2354899471060024e-06,1,0,1.0,0.0,0.0,0.0,0.2,-1,0.0,2,0
בת',20,1.0610040351670547e-05,1,0,0.0,0.0,0.0,-1.0,0.2,-1,-1.0,1,0
מאל,60,1.714811218057499e-05,1,0,0.0,1.0,0.0,0.0,0.2,0.5,0.0,1,0
נבו,37,1.1550303186254371e-05,1,0,0.0,0.0,0.0,0.0,0.8,0.5,0.0,2,0
דלילה,201,6.674177222878807e-05,1,0,0.0,0.0,0.0,0.6,1,0,0.6,3,0
שאשיה,6,3.652038494654633e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
ראקל,35,1.4576230255107479e-05,1,0,0.0,0.0,0.0,0.6,1,0,0.2,2,0
תהל-אור,8,3.6128857649514304e-06,1,0,0.0,0.0,0.0,0.0,0.4,0.6,0.6,4,1
שושי,521,0.0001589331208813592,1,0,0.0,0.0,0.0,0.0,0.4,0,0.2,2,0
לוטן,204,4.864283553263116e-05,1,0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,2,0
כרמלה,3358,0.0010895289491366059,1,0,1.0,0.0,0.0,0.2,0.4,1,0.5,3,0.2
טהר,589,0.0001368854392922287,1,0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1,0.2
נארה,8,2.65838437306954e-06,1,0,1.0,0.0,0.0,0.0,0.2,0.5,0.5,2,1
אור-לי,104,3.464650200951732e-05,1,0,0.0,0.0,0.0,0.0,0.4,0.6,0.6,3,1
פיבי,263,8.233344934855088e-05,1,0,0.0,0.0,0.0,0.6,0,0.2,0.5,2,1
פלאיה,6,2.6784575066315605e-06,1,0,0.0,0.0,0.0,0.0,0,-1,-1.0,3,-1
שורק,6,2.5773401094910657e-06,1,0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,1,0
פיה,80,3.0707453420020066e-05,1,0,0.0,0.0,0.0,0.4,0,0.2,0.6,2,0.2
ג'וזפין,45,2.0414975343669055e-05,1,0,1.0,0.0,0.0,1.0,0,0,0.5,3,0
איילור,12,4.009316305677605e-06,1,0,0.0,1.0,0.0,0.0,0,0.5,0.0,3,0
סופה,117,3.852458908213487e-05,1,0,0.0,0.0,0.0,0.0,0.2,1,0.0,2,0
שטרענא,6,2.5311492446573786e-06,1,0,0.0,0.0,0.0,-1.0,0,-1,-1.0,3,0
טרה,78,2.4637834238740874e-05,1,0,0.0,0.0,0.0,0.0,0,-1,0.0,2,0
מימי,481,0.0001506140676016428,1,0,0.0,0.0,0.0,0.0,0.4,1,0.2,3,0
רועי,28,1.1433556481682062e-05,1,0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,2,0
שאשי,8,4.3348028548389615e-06,1,0,0.0,0.0,0.0,0.0,0.2,-1,-1.0,2,0
גנאל,14,7.0519125936277425e-06,1,0,0.0,0.0,0.0,0.0,0.2,0,0.0,2,0
טדי,9,4.395879437428476e-06,1,0,0.0,0.0,0.0,0.6,0,0,0.0,2,0
